-3.993124339389099760e+02;1.447174036063200049e+02;2.565938514499151069e+01;6.109747360650985826e+01;-3.856221121061613388e+01;-8.411157927539171908e+00;-4.792615815496706233e+00;-2.262776617918679278e+01;-4.186906324776172639e+00;-4.058581243989443088e+00
-3.993124339389095780e+02;1.447174036063192375e+02;2.565938514499148226e+01;6.109747360650966641e+01;-3.856221121061602020e+01;-8.411157927539111512e+00;-4.792615815496671594e+00;-2.262776617918674305e+01;-4.186906324776145993e+00;-4.058581243989455523e+00
-3.993124339389098054e+02;1.447174036063194364e+02;2.565938514499152134e+01;6.109747360650964509e+01;-3.856221121061612678e+01;-8.411157927539191448e+00;-4.792615815496713338e+00;-2.262776617918681410e+01;-4.186906324776192179e+00;-4.058581243989460852e+00
-3.993124339389097486e+02;1.447174036063195501e+02;2.565938514499166700e+01;6.109747360650996484e+01;-3.856221121061620494e+01;-8.411157927539205659e+00;-4.792615815496762188e+00;-2.262776617918679989e+01;-4.186906324776242805e+00;-4.058581243989456411e+00
-3.993124339389097486e+02;1.447174036063197207e+02;2.565938514499137213e+01;6.109747360650960957e+01;-3.856221121061620494e+01;-8.411157927539205659e+00;-4.792615815496708009e+00;-2.262776617918645883e+01;-4.186906324776186850e+00;-4.058581243989481280e+00
-3.993124339389097486e+02;1.447174036063197207e+02;2.565938514499108081e+01;6.109747360650987247e+01;-3.856221121061598467e+01;-8.411157927539132828e+00;-4.792615815496737319e+00;-2.262776617918678568e+01;-4.186906324776201060e+00;-4.058581243989424436e+00
-3.993124339389096917e+02;1.447174036063197207e+02;2.565938514499152134e+01;6.109747360650996484e+01;-3.856221121061609836e+01;-8.411157927539122170e+00;-4.792615815496795939e+00;-2.262776617918672883e+01;-4.186906324776201949e+00;-4.058581243989465293e+00
-3.993124339389096917e+02;1.447174036063197207e+02;2.565938514499155687e+01;6.109747360650987247e+01;-3.856221121061604151e+01;-8.411157927539122170e+00;-4.792615815496815479e+00;-2.262776617918691358e+01;-4.186906324776203725e+00;-4.058581243989472398e+00
-3.993124339389096917e+02;1.447174036063197207e+02;2.565938514499153200e+01;6.109747360650985115e+01;-3.856221121061609836e+01;-8.411157927539328227e+00;-4.792615815496737319e+00;-2.262776617918679989e+01;-4.186906324776116683e+00;-4.058581243989443976e+00
-3.785501619868403509e+02;1.145817012861959086e+02;1.609144685527650509e+01;1.828749656347618213e+01;-1.877189963750637847e-01;-2.441024745953706443e+01;-3.528124745102632964e+00;-1.707382670562526528e+01;-5.769229611812316527e+00;-1.932551795860527122e+01
-3.576404216756192795e+02;8.231131308650888911e+01;-3.038547144661843280e+00;-1.896420847209981630e+01;3.798696188088173642e+01;-3.717202332202957393e+01;1.859265432364339077e+01;-1.514612926879825139e+01;2.343067110765870265e+00;-3.146007308157757976e+01
-3.358786300666768625e+02;5.149031674394111491e+01;-8.904457722478390735e+00;-6.720460919410402312e+01;7.245597486697423051e+01;-4.432924391776619899e+01;-6.200364077255144934e+00;-1.368927523524419065e+01;2.591541669136950610e+00;-3.570772033788981759e+01
-3.128882629624319520e+02;2.012513616599125754e+01;-3.487881366793671134e+01;-9.340336441156736669e+01;1.073519349590752654e+02;-5.041326260572603246e+01;2.876029762580053628e+01;2.332532576941432900e+00;2.448169947925437384e+01;-3.565344000313752559e+01
-2.895323286935193892e+02;-1.028876529569495446e+01;-3.790228245226686710e+01;-1.383278294966916064e+02;1.364115627450480588e+02;-5.566453517419421360e+01;-1.014801362053411005e+01;3.176235376368764296e+00;1.888665438898178195e+01;-3.101939238075500782e+01
-2.653304761435543355e+02;-4.171096965116759492e+01;-6.274547696106468209e+01;-1.598715061180629107e+02;1.647471333036354508e+02;-5.659107608281616564e+01;2.379966984096657967e+01;1.876339853313145056e+01;3.619093973231694150e+01;-2.222120888074086409e+01
-2.371235850448356928e+02;-7.013075753671837731e+01;-5.737836434815043418e+01;-1.763248697640452463e+02;1.546649042063579600e+02;-3.712439260976127287e+01;-2.491875738019528441e+01;7.512959518026932848e+00;-2.016550487243522038e+00;9.794776590882850797e+00
-2.087476259122836098e+02;-9.900138140741485415e+01;-7.409955199520827307e+01;-1.657553349862978394e+02;1.396986297991473407e+02;-9.358265699418470973e+00;7.671752108635505607e+00;8.190519127241209674e+00;-1.660970118634774195e+01;4.920024287593965084e+01
-1.802740116996388906e+02;-1.260314706354534309e+02;-6.545913010151075184e+01;-1.742430828668830145e+02;1.182453451866938678e+02;1.452989921798024220e+01;-4.730913454354207204e+01;-1.093303612297948746e+01;-5.533430846314271889e+01;7.404830686800380590e+01
-1.802740116996388906e+02;-1.260314706354534309e+02;-6.545913010151075184e+01;-1.742430828668830145e+02;1.182453451866938678e+02;1.452989921798024220e+01;-4.730913454354206493e+01;-1.093303612297948568e+01;-5.533430846314271889e+01;7.404830686800379169e+01
-2.270928543844576950e+02;-5.885993404517333261e+01;2.203053909598677151e+01;-1.402952216062204229e+02;3.818031939033235744e+01;9.944107479821660434e+00;-1.982624705115065638e+02;-6.692114754341780269e+01;-9.375166496422306750e+01;1.999963089287417262e+01
-2.687648666477481925e+02;3.546156474637532252e+00;5.072847138564015523e+01;-6.023353952761071639e+01;-3.836885370116549865e+01;3.870497287431209799e+01;-2.216477406506466536e+02;-7.440278445380640449e+01;-1.002816383997651570e+02;4.740112273046226932e+01
-3.132410611956883031e+02;7.058525592330488507e+01;7.913308017290663088e+01;5.445051184798627730e+01;-1.281492224104171669e+02;4.445733883822323662e+01;-1.323123331532582654e+02;-8.408187444157840673e+01;-2.351660038954333132e+01;4.339150306900923404e+00
-3.132086896045822755e+02;6.940925191793431281e+01;1.838165457153221638e+01;1.169048050236642524e+02;-1.325958194626475972e+02;5.852727198014041221e+01;4.754467111134223956e+01;-5.241006601355014993e+01;3.479716612802689468e+01;1.811891569117460632e+00
-2.841603235511808521e+02;3.631879365437465168e+01;-3.675668256919878729e+01;1.433082743365900740e+02;-1.363187674400002720e+02;1.002910856029250795e+02;1.405421255303292014e+02;-3.134696637449184919e+01;-1.414140168129265795e+01;6.540763463800668376e+01
-1.864570480217302872e+02;-8.088097384951178981e+01;-1.236710358292773293e+02;8.659009136276931429e+01;-5.165562810336634669e+01;7.869772300316448366e+01;2.603205013348240300e+02;1.211714299182560595e+01;2.952246446662151413e+01;2.315224111893297732e+01
-1.439329844607183873e+02;-1.418376725122034259e+02;-1.391048846968089379e+02;-4.460286402268577532e+00;2.118787709696714927e+01;5.554141287543005490e+01;2.367919740043199965e+02;1.912793649894111425e+01;2.818861573795647502e+01;3.637657148004863839e+00
-3.402308387110605992e+01;-2.386961827649161307e+02;-1.429499763501913776e+02;-3.908062655098831328e+01;1.261366118687497639e+01;6.171535073641259572e+01;8.704487857011231711e+01;1.760577993458297641e+01;-9.062091599422157628e+01;9.904849821479203342e+00
2.357467465947099683e+01;-2.857982412198924180e+02;-9.811670321597379996e+01;-3.723984042892664093e+01;-5.552006540047265304e+01;9.069568258477626443e+01;1.450604788452828409e+01;-2.472477307758799725e+01;-7.122600278219377401e+01;-6.545482619694518611e+00
1.127215002563999633e+02;-3.184761779834761910e+02;2.842814549876958807e+00;-1.231175698282846653e+01;-1.128740662286069210e+02;1.873588605567512388e+01;-2.043325690953759377e+01;4.487082886262871284e+01;3.790343860676556176e+01;-8.348611250437309650e+01
1.414321188524067168e+02;-3.153900139427140630e+02;-6.818347683562534733e+00;2.679267322007418883e+01;-1.001320143722346785e+02;-3.291963146943309937e+01;-2.793715757245201203e+01;5.879563029142823183e+01;2.307201256759483066e+00;-8.303331441022561421e+01
1.693992545822433726e+02;-3.083457063530249798e+02;2.943068663549180641e+01;4.043180225965211605e+01;-9.232944370231911080e+01;-7.941498900219197310e+01;-3.080812649445879003e+01;6.676701282651649194e+01;1.381613665134925029e+01;-5.272937078094764729e+01
1.972003580552190556e+02;-2.998152074410779733e+02;1.952405470173036051e+01;7.764759067377899271e+01;-7.171284470376464526e+01;-1.240082786867994571e+02;-3.359431345384982137e+01;6.614585063885159855e+01;-2.372898956727560105e+01;-2.358226100005829551e+01
2.227399170263842620e+02;-2.857447641888149974e+02;5.889840987675624007e+01;8.282470181070435444e+01;-5.558867385745413969e+01;-1.466334539260377596e+02;-1.784374473217600254e+01;4.691724238325901553e+01;-2.094954785486113380e+01;1.941091570521168563e+01
2.489033569261898435e+02;-2.703434351898690693e+02;4.716605409004135652e+01;1.136972682183908034e+02;-2.768601292459262808e+01;-1.660096985582565026e+02;-1.417364449792067660e+01;2.693745936990810108e+01;-4.875194056447850954e+01;5.529054061231212813e+01
2.734944274660503538e+02;-2.530492166059815702e+02;8.489195880423378071e+01;1.149265931254378899e+02;-9.320676404516273550e+00;-1.734342366656300101e+02;3.319478691130690162e+00;1.881676750293842959e+00;-3.860209836125557104e+01;8.848688887952295090e+01
2.970473484860451094e+02;-2.331922128472674274e+02;6.374024937860615125e+01;1.394797319166645480e+02;1.774473926348027675e+01;-1.701484308149086075e+02;-2.442231301833699852e+00;-2.737699536183855287e+01;-4.348532860716253623e+01;8.451686848460860801e+01
-2.959323207154165658e+01;-7.513641213670388197e+01;-2.005199908741998627e+02;2.107712745986501091e+02;6.894726158032547403e+01;-8.157025048104938492e+01;2.420638247096700582e+02;9.744401482578144424e+00;-1.141692344901198624e+02;1.416391237894407951e+01
-3.993124339389096917e+02;1.447174036063197491e+02;2.565938514499152490e+01;6.109747360650985826e+01;-3.856221121061610546e+01;-8.411157927539171908e+00;-4.792615815496718668e+00;-2.262776617918680344e+01;-4.186906324776187738e+00;-4.058581243989459075e+00
-3.993124339389096917e+02;1.447174036063197491e+02;2.565938514499152490e+01;6.109747360650985826e+01;-3.856221121061610546e+01;-8.411157927539171908e+00;-4.792615815496718668e+00;-2.262776617918680344e+01;-4.186906324776187738e+00;-4.058581243989459075e+00
-3.993124339389096917e+02;1.447174036063197491e+02;2.565938514499152490e+01;6.109747360650985826e+01;-3.856221121061610546e+01;-8.411157927539171908e+00;-4.792615815496718668e+00;-2.262776617918680344e+01;-4.186906324776187738e+00;-4.058581243989459075e+00
